1,50747.406624810195
2,27880.543556917004
3,50777.22269909321
4,54740.559768097
5,62947.08815655253
6,76922.2980432971
7,66065.64911226303
8,62958.60451609804
9,36668.36302205981
10,46130.204151159895
11,36048.20653944611
12,64273.2382741609
13,54251.54589182781
14,35481.27724543068
15,60043.95202624584
16,70173.63096392392
17,17532.24500205065
18,50088.64784019463
19,58428.19902677782
20,45434.98287682764
21,65158.695539849075
22,44883.688118257094
23,39461.21233279258
24,85835.50883322979
25,44527.54517252079
26,51158.27303255927
27,68740.44671818332
28,60709.41327395368
29,87973.12543181771
30,75745.70118274073
31,74909.81455354573
32,82059.15745799713
33,43305.14865639471
34,30726.383622820387
35,50330.71588263537
36,44442.09695114812
37,34035.03850787116
38,59570.677141117034
39,43536.07323539984
40,37941.36473920038
41,79175.03161801468
42,51024.86990717427
43,69466.92602686248
44,53831.05104363545
45,47766.46399601678
46,79435.85356284425
47,58582.095539156006
48,33700.57061489861
49,80604.14307451044
50,75778.68602009457
51,25325.345677211528
52,57736.38006652664
53,74078.93600998087
54,69003.60730448646
55,73813.36480339407
56,53711.78026839924
57,48042.046402349435
58,46408.27718998694
59,42681.63639178852
60,46614.25892674658
61,60804.502928274254
62,70953.96884770025
63,75248.89714330011
64,86532.81595026005
65,43889.0219214658
66,63608.248935905816
67,57372.40142187839
68,28970.840120624882
69,49135.846267072666
70,47550.273137371056
71,24202.768563610447
72,44795.01956126571
73,46259.58834857191
74,48915.96578966396
75,32218.922983858098
76,50350.35450847416
77,51396.6285394063
78,60918.13018632731
79,50917.859731285585
80,50341.89469044587
81,30143.509923757265
82,69505.40976884813
83,50220.11281899282
84,66512.41362481315
85,40101.57499486275
86,45437.91090389219
87,48232.493829592786
88,74256.97265662524
89,47531.705372592536
90,70910.91503063099
91,54473.74257812768
92,52606.05989932128
93,64187.513116607144
94,66008.23530922456
95,58465.31429711293
96,46175.36878195335
97,75616.69552254975
98,62179.47400170154
99,76437.17354005085
100,66671.72311889412
101,54998.21370128265
102,54326.258003615534
103,49771.35326768606
104,47748.874126493836
105,23158.818904223375
106,47341.41396173249
107,76576.2546945297
108,75067.43681644497
109,13057.170896706717
110,67674.07555977134
111,45896.97769436186
112,42455.02493026554
113,40983.09925628401
114,50564.50682500287
115,43175.0104418133
116,68789.97574939382
117,43228.03459407059
118,55501.27789503007
119,40852.081829740535
120,62684.440388651376
121,79784.63238436461
122,65100.797748840065
123,33544.19036714129
124,79210.83944282716
125,31195.555648582802
126,54706.576521948984
127,59187.79319699877
128,33576.01695720463
129,49140.2670633057
130,68481.04643263473
131,51946.74227664803
132,44273.64864401748
133,71236.22186510956
134,71210.80958433391
135,54026.931810421615
136,77964.2664621081
137,61381.25471936238
138,43404.89722218085
139,45888.626454387864
140,75935.75388667038
141,50102.96793368
142,55741.05565068986
143,76676.05167573418
144,38601.6774379552
145,26290.132462901976
146,52226.4500477772
147,86128.1364224659
148,48511.601872488856
149,65516.4902767685
150,56178.6737212203
151,46573.03932740033
152,63041.07554345366
153,63093.67338947631
154,39719.713751136194
155,95304.88138788432
156,50904.08452167509
157,63573.0883289031
158,75779.03067786993
159,45158.12020878966
160,40457.32091256192
161,49882.14852914228
162,66333.18715016759
163,53358.351403327615
164,85939.91330288688
165,35831.30153131632
166,92425.0766433155
167,59456.056080484675
168,69036.39816634089
169,17532.738535440032
170,25649.18977508435
171,59357.45901237186
172,69133.50819392418
173,52730.569825756866
174,58569.13860023076
175,74333.58085372287
176,54423.027446042164
177,48597.78270768831
178,56621.55679373568
179,57599.624732199285
180,48930.8439943078
181,55741.888473001105
182,51119.32980744311
183,51727.27943771837
184,36330.4143802466
185,63593.30684921598
186,33712.235597235456
187,60460.19100511762
188,53730.5521697314
189,74236.85777152472
190,69945.80656345577
191,34057.94630583683
192,42990.83542651132
193,47853.57620483698
194,46529.42625752142
195,54278.898987909255
196,49547.024247236
197,39634.777678403916
198,35896.907291058655
199,33617.988517848455
200,53370.68380273223
201,56681.791906116705
202,70959.67612743417
203,50954.63493583924
204,55965.89797940367
205,50291.852311663635
206,58369.55422489237
207,32212.67263808096
208,64359.26059122796
209,74981.79748903036
210,63025.07664707646
211,72539.60969728573
212,57336.63142454445
213,12931.879513011205
214,57792.39193484041
215,82461.22774441059
216,70693.84814183752
217,39590.04907830554
218,75412.85476226997
219,42410.29288613977
220,48783.319753337906
221,64406.0584841884
222,58372.723663334364
223,84407.58577399219
224,39583.96329043582
225,67134.4823524892
226,43983.44024563403
227,36942.87117703568
228,63805.18785893019
229,73684.41432959583
230,52480.14911741943
231,65961.14714293648
232,44248.74101099487
233,77537.52827280638
234,53499.23422106515
235,42008.04892659567
236,31861.720553435232
237,46679.04445385894
238,36496.41736482861
239,69852.9071923483
240,31913.885225394122
241,55401.86706316528
242,35216.18502006134
243,61849.29211889723
244,72870.00039325947
245,55368.453048236915
246,68142.85608412341
247,46672.100272337004
248,70327.12827316881
249,39452.75107122407
250,45941.272075994035
251,35919.27375047803
252,55443.68390896269
253,32233.68514493968
254,36737.69759238884
255,61804.89378993405
256,71616.5477695291
257,37279.81660690201
258,59926.072528094846
259,63237.228889102815
260,55922.29362180669
261,61690.29060030654
262,26125.062799851028
263,58950.779949968
264,68761.12548253495
265,69968.27990922084
266,61383.92000604825
267,66213.93898139302
268,53849.126989104465
269,80272.8193424326
270,27752.461532189704
271,66016.67001800037
272,39317.63628001193
273,40341.92586844716
274,63241.78874975427
275,75119.49671764343
276,83783.5878867792
277,66047.55158510263
278,52731.02797742316
279,27268.799027528457
280,23245.152270248764
281,70031.21666251139
282,57858.700558070464
283,48676.5137493285
284,35593.65504216985
285,62317.975553717144
286,77052.78260043122
287,59927.40459680905
288,47335.773238473594
289,42336.00465173299
290,42517.85614919895
291,78262.22439229347
292,40497.20780800844
293,71203.32948743713
294,86929.20347097745
295,87420.80623301759
296,82537.14449525878
297,50737.801346784625
298,82183.11322084029
299,82812.94986256247
300,33620.03158976216
301,53227.06833559752
302,61519.80849374645
303,67232.78567432598
304,51896.319054993684
305,64649.5945896691
306,51270.750915620454
307,64096.36765525545
308,49285.28603102432
309,92930.18265354633
310,56168.68954360983
311,55197.0814784855
312,59434.16542757978
313,61398.71325345387
314,61192.54009812522
315,50413.11049923977
316,68026.95633765117
317,48837.237207417245
318,58385.483854037695
319,61974.99454145935
320,74586.80434330263
321,52637.85407979177
322,51154.06083628421
323,64219.36945669696
324,55251.24081054376
325,58471.730596963105
326,39584.147064300356
327,70222.85031543854
328,68309.89765499702
329,32035.12200629555
330,46024.753047556565
331,47745.28591252707
332,62185.89801602159
333,53057.70997538632
334,55952.24365590016
335,56883.087656865886
336,58958.93871359107
337,85250.49712290146
338,34271.50495014065
339,59188.50126776023
340,42447.15257135094
341,62704.776983169366
342,55759.76825350082
343,67437.27293355363
344,69512.5081952353
345,39607.46162069365
346,52945.40799896318
347,45853.83592414265
348,63522.04875184362
349,69284.41378723475
350,44160.019527438264
351,42891.06870241811
352,67505.80844992827
353,30397.134240517527
354,73960.30871654165
355,61595.26644937709
356,47001.1573838525
357,42839.160564549864
358,41849.928520972906
359,43864.44066602852
360,17086.54684379269
361,45535.805062063555
362,28056.31090645808
363,49179.33949937132
364,64713.492607420325
365,69174.78170761456
